0.000126976		0.000126976		0.000126976		0.000126975		0.000126975		0.000126975		0.000126974		0.000126974		0.000126973		0.000126971		0.00012697		0.000126967		0.000126964		0.000126959		0.000126953		0.000126943		0.000126931		0.000126913		0.000126888		0.000126855		0.000126808		0.000126743		0.000126653		0.00012653		0.000126362		0.000126132		0.000125821		0.000125408		0.000124844		0.000124181		0.000123274		0.000122225		0.000121053		0.00011978		0.000118534		0.000117363		0.000116198		0.000114898		0.000113331		0.000111564		0.000109625		0.000107522		0.000105237		0.000102847		0.000100359		9.77472e-5		9.50169e-5		9.22727e-5		8.9528e-5		8.68083e-5		8.41002e-5		8.14549e-5		7.8854e-5		7.63811e-5		7.3983e-5		7.17151e-5		6.95684e-5		6.75434e-5		6.56499e-5		6.37775e-5		6.21014e-5		6.04642e-5		5.89079e-5		5.73965e-5		5.59719e-5		5.46061e-5		5.33482e-5		5.21788e-5		5.11212e-5		5.01869e-5		4.93787e-5		4.86691e-5		4.80416e-5		4.75285e-5		4.70878e-5		4.67206e-5		4.64139e-5		4.6153e-5		4.59378e-5		4.5755e-5		4.56044e-5		4.54759e-5		4.53704e-5		4.52809e-5		4.5204e-5		4.51426e-5		4.50912e-5		4.50472e-5		4.50096e-5		4.49766e-5		4.49517e-5		4.49294e-5		4.49111e-5		4.48952e-5		4.48818e-5		4.4871e-5		4.48614e-5		4.48531e-5		4.48464e-5		4.48406e-5
0.000303115		0.000303115		0.000303115		0.000303114		0.000303114		0.000303113		0.000303111		0.000303109		0.000303107		0.000303103		0.000303098		0.000303091		0.000303081		0.000303068		0.00030305		0.000303024		0.000302988		0.000302938		0.000302867		0.000302773		0.000302639		0.000302456		0.000302201		0.000301851		0.000301372		0.000300719		0.000299834		0.000298655		0.000297039		0.000295137		0.000292521		0.000289484		0.000286076		0.000282369		0.000278762		0.000275452		0.000272284		0.000268845		0.000264694		0.000260003		0.000254898		0.000249409		0.000243492		0.000237346		0.000230992		0.000224361		0.000217471		0.000210585		0.000203733		0.000196977		0.000190282		0.000183774		0.000177408		0.000171388		0.000165585		0.000160135		0.000155016		0.000150236		0.000145825		0.000141546		0.000137821		0.000134313		0.000131131		0.000128203		0.000125594		0.00012322		0.000121129		0.000119249		0.000117581		0.000116121		0.00011485		0.00011372		0.000112699		0.000111839		0.000111077		0.000110421		0.00010985		0.000109347		0.000108917		0.00010854		0.000108219		0.000107937		0.000107698		0.00010749		0.000107307		0.000107156		0.000107028		0.000106917		0.00010682		0.000106738		0.000106667		0.000106608		0.000106557		0.000106514		0.000106477		0.000106446		0.000106419		0.000106396		0.000106376		0.00010636
0.000556614		0.000556614		0.000556613		0.000556612		0.00055661		0.000556608		0.000556606		0.000556602		0.000556596		0.000556589		0.000556578		0.000556564		0.000556543		0.000556515		0.000556477		0.000556422		0.000556348		0.000556243		0.000556095		0.000555897		0.000555618		0.000555234		0.0005547		0.000553967		0.000552961		0.000551591		0.000549729		0.000547245		0.000543829		0.000539796		0.000534223		0.000527715		0.00052037		0.000512345		0.000504553		0.00049754		0.000491093		0.00048432		0.000476151		0.00046687		0.000456844		0.000446171		0.000434757		0.00042299		0.000410915		0.000398404		0.000385496		0.000372684		0.000360022		0.000347619		0.000335409		0.000323619		0.000312166		0.000301413		0.000291123		0.000281536		0.00027261		0.000264352		0.000256809		0.000249575		0.00024335		0.000237561		0.000232371		0.000227651		0.000223488		0.000219735		0.000216451		0.000213513		0.000210919		0.000208651		0.000206684		0.00020494		0.000203369		0.000202056		0.000200893		0.0001999		0.000199045		0.000198297		0.00019766		0.000197104		0.000196636		0.000196225		0.000195879		0.00019558		0.000195319		0.000195106		0.000194921		0.000194764		0.000194627		0.000194512		0.000194412		0.00019433		0.000194258		0.000194199		0.000194147		0.000194103		0.000194066		0.000194033		0.000194007		0.000193985
0.000888517		0.000888516		0.000888515		0.000888513		0.00088851		0.000888507		0.000888502		0.000888495		0.000888485		0.000888472		0.000888454		0.000888428		0.000888393		0.000888343		0.000888276		0.00088818		0.000888049		0.000887866		0.000887606		0.000887259		0.000886768		0.000886094		0.000885157		0.000883868		0.000882099		0.000879686		0.000876402		0.000872013		0.00086596		0.000858787		0.000848828		0.000837128		0.000823834		0.000809215		0.000794999		0.000782368		0.00077117		0.000759833		0.000746188		0.000730559		0.000713767		0.000696066		0.000677264		0.000658012		0.000638387		0.000618182		0.00059747		0.000577039		0.000556969		0.000537425		0.000518298		0.000499936		0.000482197		0.00046564		0.00044989		0.000435298		0.000421791		0.000409366		0.000398084		0.000387325		0.000378119		0.000369603		0.000362011		0.000355141		0.000349119		0.000343719		0.000339018		0.000334839		0.000331162		0.000327967		0.000325208		0.000322776		0.000320587		0.000318765		0.000317159		0.000315793		0.000314618		0.000313591		0.000312724		0.000311966		0.000311328		0.000310769		0.000310302		0.000309896		0.000309541		0.000309251		0.000309001		0.000308794		0.000308606		0.000308455		0.000308321		0.00030821		0.000308113		0.000308032		0.000307965		0.000307902		0.000307856		0.000307811		0.000307775		0.000307745
0.00129954		0.00129954		0.00129954		0.00129954		0.00129953		0.00129953		0.00129952		0.00129951		0.00129949		0.00129947		0.00129944		0.0012994		0.00129935		0.00129927		0.00129916		0.00129901		0.00129881		0.00129852		0.00129811		0.00129757		0.0012968		0.00129575		0.00129427		0.00129225		0.00128947		0.00128568		0.00128051		0.00127359		0.00126402		0.00125263		0.00123675		0.00121799		0.00119651		0.00117272		0.00114948		0.00112897		0.00111136		0.0010942		0.00107365		0.00104987		0.0010244		0.000997796		0.00096971		0.000941118		0.000912136		0.000882465		0.000852214		0.000822534		0.000793529		0.000765427		0.000738057		0.000711908		0.000686765		0.000663407		0.000641283		0.000620879		0.000602074		0.000584851		0.000569274		0.000554484		0.000541881		0.00053027		0.000519958		0.000510663		0.000502538		0.000495278		0.000488975		0.000483386		0.000478485		0.000474231		0.000470574		0.000467347		0.000464456		0.000462057		0.000459951		0.000458149		0.000456604		0.000455262		0.000454119		0.000453137		0.000452298		0.000451574		0.000450962		0.000450436		0.000449976		0.000449598		0.000449295		0.000448997		0.000448761		0.000448562		0.000448388		0.000448245		0.000448117		0.000448014		0.00044792		0.000447849		0.000447787		0.000447729		0.000447677		0.000447638
0.00179015		0.00179015		0.00179015		0.00179014		0.00179014		0.00179013		0.00179012		0.0017901		0.00179008		0.00179005		0.00179001		0.00178995		0.00178987		0.00178976		0.00178961		0.00178939		0.00178909		0.00178867		0.00178808		0.0017873		0.00178618		0.00178465		0.00178252		0.00177958		0.00177555		0.00177004		0.00176251		0.00175242		0.00173843		0.00172174		0.00169836		0.00167056		0.00163851		0.00160272		0.00156754		0.00153659		0.00151066		0.00148641		0.0014576		0.00142383		0.00138771		0.00135032		0.00131105		0.00127127		0.00123116		0.00119028		0.0011488		0.0011083		0.00106888		0.00103086		0.000993987		0.000958899		0.000925295		0.000894196		0.000864839		0.000837867		0.000813095		0.000790479		0.000770098		0.000750806		0.000734417		0.000719358		0.000706018		0.000694018		0.000683549		0.000674209		0.000666118		0.000658956		0.00065269		0.000647264		0.000642604		0.0006385		0.000634836		0.000631794		0.000629122		0.000626855		0.000624908		0.000623215		0.000621782		0.000620552		0.000619484		0.000618584		0.000617831		0.000617153		0.000616578		0.000616109		0.000615707		0.000615352		0.000615056		0.000614814		0.000614596		0.000614416		0.000614259		0.000614128		0.000614016		0.000613924		0.00061385		0.000613767		0.000613712		0.000613667
0.0023606		0.0023606		0.00236059		0.00236059		0.00236058		0.00236057		0.00236055		0.00236053		0.0023605		0.00236046		0.0023604		0.00236032		0.00236022		0.00236006		0.00235985		0.00235956		0.00235915		0.00235858		0.00235777		0.00235669		0.00235517		0.00235307		0.00235015		0.00234613		0.0023406		0.00233304		0.0023227		0.00230881		0.00228951		0.00226642		0.00223393		0.00219508		0.00214998		0.00209919		0.00204887		0.00200458		0.00196822		0.00193557		0.0018972		0.00185162		0.00180283		0.00175275		0.00170041		0.00164762		0.00159461		0.00154082		0.00148647		0.0014336		0.00138236		0.00133311		0.00128551		0.00124038		0.0011973		0.00115755		0.00112016		0.0010859		0.00105453		0.00102597		0.00100028		0.000976029		0.000955471		0.00093661		0.00091993		0.000904954		0.000891913		0.000880305		0.000870268		0.000861411		0.000853685		0.000847004		0.000841272		0.00083623		0.000831745		0.000828018		0.00082474		0.000821966		0.000819586		0.000817517		0.000815762		0.000814241		0.000812959		0.000811838		0.000810905		0.000810095		0.000809387		0.000808831		0.000808313		0.000807898		0.000807532		0.000807228		0.000806958		0.000806736		0.000806538		0.000806383		0.000806245		0.00080613		0.00080603		0.000805947		0.000805876		0.000805817
0.00301096		0.00301096		0.00301095		0.00301095		0.00301094		0.00301092		0.0030109		0.00301087		0.00301084		0.00301078		0.00301071		0.0030106		0.00301046		0.00301026		0.00300998		0.0030096		0.00300906		0.00300832		0.00300726		0.00300585		0.00300385		0.0030011		0.00299726		0.00299199		0.00298473		0.00297479		0.0029612		0.0029429		0.00291743		0.00288685		0.00284366		0.00279173		0.00273104		0.00266212		0.00259324		0.00253242		0.00248327		0.00244083		0.00239172		0.00233254		0.00226899		0.00220432		0.00213702		0.00206941		0.00200177		0.00193339		0.00186455		0.00179783		0.00173337		0.00167163		0.00161214		0.0015559		0.00150237		0.00145309		0.00140691		0.00136467		0.00132609		0.00129102		0.00125957		0.00122993		0.00120485		0.0011819		0.00116165		0.00114351		0.00112775		0.00111374		0.00110164		0.00109096		0.00108165		0.0010736		0.00106669		0.00106063		0.00105521		0.00105072		0.00104678		0.00104345		0.00104056		0.0010381		0.001036		0.00103417		0.00103263		0.00103129		0.00103016		0.0010292		0.00102837		0.00102764		0.00102709		0.00102658		0.00102613		0.00102576		0.00102545		0.00102519		0.00102495		0.00102477		0.0010246		0.00102446		0.00102434		0.00102424		0.00102416		0.00102409
0.00374116		0.00374116		0.00374115		0.00374114		0.00374113		0.00374111		0.00374108		0.00374105		0.003741		0.00374093		0.00374084		0.0037407		0.00374052		0.00374027		0.00373992		0.00373943		0.00373875		0.00373781		0.00373647		0.00373468		0.00373214		0.00372866		0.0037238		0.00371711		0.0037079		0.00369528		0.003678		0.00365472		0.00362222		0.00358311		0.00352767		0.00346066		0.00338182		0.00329154		0.00320051		0.0031197		0.00305511		0.00300142		0.00294048		0.00286597		0.00278553		0.00270436		0.00262023		0.00253599		0.00245201		0.0023674		0.00228249		0.00220045		0.00212144		0.00204597		0.00197345		0.00190509		0.00184016		0.00178057		0.00172483		0.00167395		0.0016276		0.00158556		0.00154793		0.00151252		0.00148262		0.00145528		0.00143118		0.00140961		0.00139086		0.00137421		0.00135984		0.00134718		0.00133613		0.00132661		0.00131845		0.00131129		0.00130491		0.00129967		0.00129502		0.00129111		0.00128776		0.00128484		0.00128239		0.00128025		0.00127846		0.00127689		0.00127556		0.00127442		0.00127345		0.00127265		0.00127197		0.00127137		0.00127087		0.00127043		0.00127006		0.00126975		0.00126949		0.00126927		0.00126906		0.0012689		0.00126878		0.00126872		0.00126856		0.00126847
0.00455097		0.00455096		0.00455095		0.00455094		0.00455092		0.0045509		0.00455087		0.00455083		0.00455077		0.00455068		0.00455057		0.0045504		0.00455018		0.00454987		0.00454944		0.00454883		0.004548		0.00454683		0.00454518		0.00454298		0.00453985		0.00453555		0.00452956		0.00452131		0.00450994		0.00449435		0.00447298		0.00444414		0.00440382		0.00435518		0.00428597		0.00420193		0.0041024		0.00398751		0.00387058		0.00376605		0.00368312		0.00361662		0.00354286		0.00345136		0.00335184		0.00325224		0.00314943		0.00304678		0.00294476		0.0028423		0.00273977		0.00264099		0.00254612		0.00245572		0.00236909		0.0022876		0.00221037		0.00213971		0.00207363		0.00201351		0.00195881		0.0019093		0.00186499		0.00182339		0.0017883		0.00175626		0.00172807		0.00170288		0.00168104		0.00166168		0.001645		0.00163028		0.0016175		0.00160645		0.00159702		0.00158869		0.0015813		0.00157517		0.0015698		0.00156524		0.00156137		0.00155796		0.00155509		0.00155264		0.00155056		0.00154873		0.00154721		0.0015459		0.00154475		0.00154384		0.00154304		0.00154233		0.00154175		0.00154124		0.00154081		0.00154045		0.00154016		0.00153992		0.00153966		0.00153948		0.00153932		0.00153919		0.00153907		0.00153897
