-0.000430611	-0.000430611	-0.000430607	-0.000430601	-0.000430593	-0.000430582	-0.000430566	-0.000430544	-0.000430514	-0.000430472	-0.000430414	-0.000430333	-0.00043022	-0.000430065	-0.000429849	-0.000429553	-0.000429136	-0.000428563	-0.000427764	-0.000426637	-0.000425144	-0.000423048	-0.000420203	-0.00041631	-0.000411084	-0.000404145	-0.000395119	-0.000383647	-0.000369775	-0.000353324	-0.000337676	-0.0003222	-0.000311546	-0.00030575	-0.000301588	-0.000294413	-0.000283114	-0.000270205	-0.000256916	-0.000242817	-0.000228543	-0.000214068	-0.000199603	-0.000185211	-0.000171404	-0.000158192	-0.000145403	-0.000133054	-0.000121543	-0.000110807	-0.00010084	-9.14491e-5	-8.27123e-5	-7.44225e-5	-6.67213e-5	-5.93276e-5	-5.23525e-5	-4.57516e-5	-3.95679e-5	-3.39055e-5	-2.85355e-5	-2.40384e-5	-2.0025e-5	-1.66183e-5	-1.37124e-5	-1.13262e-5	-9.33081e-6	-7.71256e-6	-6.37105e-6	-5.27048e-6	-4.37397e-6	-3.64619e-6	-3.03871e-6	-2.52192e-6	-2.11155e-6	-1.76649e-6	-1.48242e-6	-1.24719e-6	-1.0481e-6	-8.8395e-7	-7.44658e-7	-6.29387e-7	-5.3058e-7	-4.48922e-7	-3.79331e-7	-3.1927e-7	-2.7068e-7	-2.29874e-7	-1.94869e-7	-1.6477e-7	-1.3961e-7	-1.17951e-7	-1.00214e-7	-8.48164e-8	-7.18383e-8	-6.44556e-8	-5.16516e-8	-4.37342e-8	-3.71254e-8	-3.13994e-8	-2.67206e-8	-2.67206e-8
-0.0010295	-0.0010295	-0.00102949	-0.00102947	-0.00102945	-0.00102942	-0.00102938	-0.00102933	-0.00102925	-0.00102914	-0.00102899	-0.00102878	-0.00102849	-0.00102808	-0.00102752	-0.00102675	-0.00102567	-0.00102418	-0.0010221	-0.00101916	-0.00101527	-0.0010098	-0.00100235	-0.000992124	-0.00097834	-0.00095992	-0.000935757	-0.000904681	-0.000866481	-0.000820142	-0.000774765	-0.000728262	-0.000695282	-0.000678559	-0.000670995	-0.000657368	-0.000630541	-0.00059804	-0.000565288	-0.000530564	-0.000495457	-0.000459975	-0.000424656	-0.000389669	-0.000356269	-0.000324481	-0.000293897	-0.000264572	-0.000237457	-0.000212423	-0.000189361	-0.000168075	-0.000148637	-0.00013076	-0.000114804	-0.000100285	-8.73941e-5	-7.59428e-5	-6.58273e-5	-5.70013e-5	-4.8918e-5	-4.22695e-5	-3.63479e-5	-3.12564e-5	-2.68062e-5	-2.30189e-5	-1.97163e-5	-1.69117e-5	-1.44699e-5	-1.23664e-5	-1.05705e-5	-9.04404e-6	-7.71784e-6	-6.5426e-6	-5.58105e-6	-4.74237e-6	-4.03652e-6	-3.43637e-6	-2.91808e-6	-2.48253e-6	-2.1073e-6	-1.79214e-6	-1.51957e-6	-1.29183e-6	-1.09616e-6	-9.25932e-7	-7.87494e-7	-6.7054e-7	-5.69948e-7	-4.83403e-7	-4.09756e-7	-3.46611e-7	-2.94997e-7	-2.49898e-7	-2.11914e-7	-1.79717e-7	-1.5252e-7	-1.29464e-7	-1.09794e-7	-9.40681e-8	-7.88731e-8	-7.88731e-8
-0.00188704	-0.00188704	-0.00188702	-0.00188699	-0.00188695	-0.0018869	-0.00188682	-0.00188671	-0.00188656	-0.00188635	-0.00188606	-0.00188566	-0.0018851	-0.00188433	-0.00188326	-0.00188179	-0.00187972	-0.00187687	-0.00187289	-0.00186727	-0.00185981	-0.0018493	-0.00183497	-0.00181524	-0.00178854	-0.00175264	-0.00170517	-0.00164341	-0.00156628	-0.00147057	-0.00137394	-0.00127075	-0.00119385	-0.00115467	-0.00114477	-0.00113013	-0.00108529	-0.00102426	-0.000964456	-0.000901346	-0.000837513	-0.00077327	-0.000709632	-0.000646939	-0.000587457	-0.000531216	-0.000477488	-0.000426375	-0.000379524	-0.000336637	-0.000297745	-0.000261988	-0.00022974	-0.000200572	-0.000174877	-0.000151809	-0.000131585	-0.000113814	-9.82599e-5	-8.47794e-5	-7.24901e-5	-6.24112e-5	-5.34467e-5	-4.57515e-5	-3.9035e-5	-3.33375e-5	-2.83943e-5	-2.42211e-5	-2.0615e-5	-1.75322e-5	-1.49188e-5	-1.27172e-5	-1.08135e-5	-9.1404e-6	-7.77508e-6	-6.5933e-6	-5.59899e-6	-4.7592e-6	-4.03564e-6	-3.42891e-6	-2.9076e-6	-2.47101e-6	-2.09311e-6	-1.77821e-6	-1.50801e-6	-1.2733e-6	-1.08214e-6	-9.21341e-7	-7.82565e-7	-6.62753e-7	-5.62581e-7	-4.76005e-7	-4.04809e-7	-3.42674e-7	-2.90758e-7	-2.46667e-7	-2.09356e-7	-1.77549e-7	-1.50635e-7	-1.27253e-7	-1.08269e-7	-1.08269e-7
-0.00299699	-0.00299699	-0.00299696	-0.00299691	-0.00299685	-0.00299676	-0.00299663	-0.00299646	-0.00299622	-0.00299589	-0.00299543	-0.00299478	-0.00299388	-0.00299264	-0.00299092	-0.00298856	-0.00298522	-0.00298064	-0.00297424	-0.00296519	-0.00295316	-0.0029362	-0.00291303	-0.00288104	-0.00283759	-0.00277889	-0.00270072	-0.002598	-0.00246789	-0.00230308	-0.00213189	-0.00194152	-0.0017912	-0.00170985	-0.00169599	-0.00169164	-0.00163285	-0.00153488	-0.00144101	-0.00134343	-0.0012441	-0.0011445	-0.00104619	-0.000949757	-0.000858701	-0.000773045	-0.000691655	-0.000614668	-0.000544516	-0.000480684	-0.000423037	-0.000370312	-0.000323492	-0.000281081	-0.000244005	-0.000210887	-0.000182018	-0.00015681	-0.000134869	-0.000115963	-9.88246e-5	-8.48426e-5	-7.24687e-5	-6.18904e-5	-5.26952e-5	-4.49288e-5	-3.82058e-5	-3.25475e-5	-2.76698e-5	-2.35084e-5	-1.99873e-5	-1.70252e-5	-1.44679e-5	-1.22211e-5	-1.03948e-5	-8.80784e-6	-7.47789e-6	-6.35478e-6	-5.38709e-6	-4.57641e-6	-3.87995e-6	-3.29692e-6	-2.79231e-6	-2.37178e-6	-2.01163e-6	-1.69808e-6	-1.44323e-6	-1.22873e-6	-1.04366e-6	-8.84937e-7	-7.50101e-7	-6.34804e-7	-5.39896e-7	-4.57287e-7	-3.87763e-7	-3.28913e-7	-2.79105e-7	-2.3678e-7	-2.01018e-7	-1.69899e-7	-1.44429e-7	-1.44429e-7
-0.004349	-0.004349	-0.00434895	-0.00434889	-0.00434879	-0.00434866	-0.00434848	-0.00434823	-0.00434789	-0.00434741	-0.00434674	-0.00434581	-0.00434452	-0.00434273	-0.00434024	-0.00433684	-0.00433203	-0.00432543	-0.00431618	-0.00430311	-0.00428573	-0.00426119	-0.00422762	-0.00418118	-0.00411789	-0.00403204	-0.00391701	-0.00376457	-0.00356912	-0.00331705	-0.00304852	-0.00273847	-0.0024792	-0.00232656	-0.00230024	-0.00232079	-0.0022607	-0.00211909	-0.00198341	-0.00184739	-0.0017066	-0.00156603	-0.00142758	-0.00129219	-0.0011648	-0.00104541	-0.000932423	-0.000825993	-0.000729428	-0.000641946	-0.000563273	-0.000492169	-0.000428264	-0.000371113	-0.000321366	-0.000277118	-0.000238692	-0.000205243	-0.00017622	-0.000151279	-0.000128726	-0.00011037	-9.41594e-5	-8.03116e-5	-6.83407e-5	-5.82111e-5	-4.94679e-5	-4.21161e-5	-3.57856e-5	-3.03906e-5	-2.58291e-5	-2.19944e-5	-1.8686e-5	-1.57809e-5	-1.34221e-5	-1.1374e-5	-9.65166e-6	-8.20036e-6	-6.95098e-6	-5.9044e-6	-5.00552e-6	-4.25324e-6	-3.60208e-6	-3.05977e-6	-2.59477e-6	-2.1908e-6	-1.86872e-6	-1.5886e-6	-1.34619e-6	-1.14031e-6	-9.67468e-7	-8.18679e-7	-6.96372e-7	-5.89683e-7	-4.99927e-7	-4.24108e-7	-3.63232e-7	-3.04868e-7	-2.61328e-7	-2.21855e-7	-1.86275e-7	-1.86275e-7
-0.00592992	-0.00592992	-0.00592985	-0.00592977	-0.00592964	-0.00592947	-0.00592923	-0.00592889	-0.00592843	-0.00592779	-0.0059269	-0.00592565	-0.00592392	-0.00592153	-0.0059182	-0.00591364	-0.0059072	-0.00589835	-0.00588596	-0.00586844	-0.00584512	-0.00581218	-0.00576704	-0.00570449	-0.00561903	-0.00550269	-0.00534601	-0.00513688	-0.00486591	-0.00451097	-0.00412439	-0.00366271	-0.00325544	-0.00299363	-0.00293624	-0.00299563	-0.00295634	-0.00276862	-0.00258099	-0.00240511	-0.0022174	-0.00203129	-0.00184804	-0.00166918	-0.00150133	-0.00134446	-0.00119645	-0.00105747	-0.000931781	-0.000818293	-0.000716324	-0.000624469	-0.000542719	-0.000469497	-0.000405921	-0.000349518	-0.000300635	-0.000258149	-0.000221347	-0.000189766	-0.000161258	-0.000138098	-0.00011768	-0.000100296	-8.52496e-5	-7.25558e-5	-6.16146e-5	-5.24209e-5	-4.45239e-5	-3.77955e-5	-3.21098e-5	-2.73339e-5	-2.32202e-5	-1.96036e-5	-1.66638e-5	-1.41293e-5	-1.19851e-5	-1.01828e-5	-8.63506e-6	-7.33512e-6	-6.2184e-6	-5.28417e-6	-4.47548e-6	-3.80174e-6	-3.22353e-6	-2.72194e-6	-2.32511e-6	-1.96934e-6	-1.67279e-6	-1.41672e-6	-1.20417e-6	-1.01727e-6	-8.65187e-7	-7.35628e-7	-6.21311e-7	-5.31011e-7	-4.49344e-7	-3.79479e-7	-3.21865e-7	-2.47508e-7	-2.32163e-7	-2.32163e-7
-0.00772468	-0.00772468	-0.0077246	-0.00772449	-0.00772433	-0.00772412	-0.00772381	-0.00772338	-0.00772279	-0.00772199	-0.00772085	-0.00771927	-0.00771707	-0.00771404	-0.00770981	-0.00770402	-0.00769584	-0.00768461	-0.00766887	-0.00764661	-0.00761696	-0.00757504	-0.00751753	-0.00743772	-0.00732846	-0.00717925	-0.00697745	-0.00670642	-0.00635209	-0.00588169	-0.00535933	-0.00471662	-0.00412148	-0.00370571	-0.00358676	-0.00369372	-0.00370598	-0.00347723	-0.00322385	-0.00300905	-0.00276954	-0.00253446	-0.00230239	-0.00207621	-0.00186433	-0.00166674	-0.00148073	-0.00130649	-0.0011493	-0.00100772	-0.000880979	-0.000766812	-0.00066551	-0.000574944	-0.000496453	-0.000426889	-0.000366697	-0.000314478	-0.000269328	-0.00023069	-0.000195877	-0.000167673	-0.000142859	-0.000121764	-0.000103506	-8.81395e-5	-7.48759e-5	-6.37627e-5	-5.4159e-5	-4.59824e-5	-3.90705e-5	-3.32742e-5	-2.82711e-5	-2.38913e-5	-2.03171e-5	-1.72096e-5	-1.46022e-5	-1.24072e-5	-1.05165e-5	-8.93351e-6	-7.57357e-6	-6.43507e-6	-5.45055e-6	-4.62948e-6	-3.92611e-6	-3.31374e-6	-2.8177e-6	-2.398e-6	-2.03706e-6	-1.72459e-6	-1.46122e-6	-1.23892e-6	-1.05333e-6	-8.92482e-7	-7.5509e-7	-6.43059e-7	-5.44512e-7	-4.62041e-7	-3.91865e-7	-3.31385e-7	-2.81975e-7	-2.81975e-7
-0.00971698	-0.00971698	-0.00971688	-0.00971674	-0.00971655	-0.00971629	-0.00971591	-0.00971539	-0.00971468	-0.00971369	-0.0097123	-0.00971037	-0.00970769	-0.009704	-0.00969884	-0.00969178	-0.0096818	-0.0096681	-0.00964889	-0.00962171	-0.00958549	-0.00953426	-0.00946391	-0.00936615	-0.00923207	-0.0090485	-0.00879929	-0.00846282	-0.00801954	-0.00742419	-0.00675184	-0.00590252	-0.00508124	-0.00446241	-0.00423944	-0.00439308	-0.0044937	-0.00424001	-0.00390353	-0.00365146	-0.00335685	-0.00307029	-0.00278586	-0.00250913	-0.00225022	-0.00200913	-0.00178255	-0.00157069	-0.00137993	-0.00120844	-0.00105513	-0.000917294	-0.000795293	-0.000686317	-0.000592093	-0.00050877	-0.000436824	-0.000374545	-0.000320767	-0.000274668	-0.000233349	-0.00019982	-0.000170182	-0.000145022	-0.000123238	-0.000104903	-8.90892e-5	-7.58053e-5	-6.43815e-5	-5.46537e-5	-4.64402e-5	-3.95303e-5	-3.3578e-5	-2.83579e-5	-2.41074e-5	-2.0441e-5	-1.73331e-5	-1.47256e-5	-1.24817e-5	-1.06023e-5	-8.98713e-6	-7.63616e-6	-6.46669e-6	-5.4929e-6	-4.65846e-6	-3.93304e-6	-3.34378e-6	-2.84455e-6	-2.41512e-6	-2.04671e-6	-1.7469e-6	-1.46914e-6	-1.24981e-6	-1.05855e-6	-8.96454e-7	-7.61454e-7	-6.50183e-7	-5.48094e-7	-4.66417e-7	-3.29647e-7	-3.35424e-7	-3.35424e-7
-0.0118897	-0.0118897	-0.0118896	-0.0118895	-0.0118892	-0.0118889	-0.0118885	-0.0118879	-0.011887	-0.0118858	-0.0118842	-0.0118819	-0.0118788	-0.0118744	-0.0118683	-0.0118599	-0.0118481	-0.0118319	-0.0118092	-0.011777	-0.0117342	-0.0116735	-0.0115901	-0.0114741	-0.0113147	-0.011096	-0.0107981	-0.0103942	-0.00985845	-0.00913164	-0.00829866	-0.0072218	-0.00613965	-0.00526727	-0.00488719	-0.00507355	-0.00530131	-0.0050523	-0.00461383	-0.00432368	-0.00397441	-0.00363381	-0.00329384	-0.00296409	-0.00265573	-0.00236882	-0.00209951	-0.00184806	-0.00162199	-0.00141906	-0.00123791	-0.00107524	-0.000931649	-0.00080354	-0.000692917	-0.000595069	-0.00051065	-0.000437542	-0.000374403	-0.000320417	-0.000271831	-0.000232472	-0.000197873	-0.000168481	-0.000143042	-0.000121722	-0.00010334	-8.78972e-5	-7.46397e-5	-6.33588e-5	-5.38326e-5	-4.58293e-5	-3.89312e-5	-3.28579e-5	-2.79487e-5	-2.37243e-5	-2.0101e-5	-1.70797e-5	-1.44775e-5	-1.22978e-5	-1.04253e-5	-8.85825e-6	-7.50228e-6	-6.3832e-6	-5.40105e-6	-4.56157e-6	-3.87789e-6	-3.29983e-6	-2.80296e-6	-2.3753e-6	-2.01498e-6	-1.70628e-6	-1.44905e-6	-1.22813e-6	-1.04171e-6	-8.8373e-7	-7.49679e-7	-6.35814e-7	-5.39408e-7	-4.56553e-7	-3.87938e-7	-3.87938e-7
-0.0142255	-0.0142255	-0.0142253	-0.0142252	-0.0142249	-0.0142245	-0.014224	-0.0142233	-0.0142223	-0.014221	-0.0142191	-0.0142165	-0.0142128	-0.0142078	-0.0142007	-0.0141911	-0.0141775	-0.0141588	-0.0141326	-0.0140954	-0.0140459	-0.0139758	-0.0138794	-0.0137451	-0.0135604	-0.0133064	-0.0129596	-0.0124874	-0.0118576	-0.0109955	-0.0099948	-0.00867445	-0.00730158	-0.00612653	-0.00552806	-0.00571799	-0.00610869	-0.00590845	-0.00535149	-0.00501574	-0.00461886	-0.00421957	-0.00382179	-0.00343739	-0.0030777	-0.00274314	-0.00242928	-0.00213656	-0.00187367	-0.00163797	-0.00142795	-0.00123937	-0.00107298	-0.000924792	-0.000796727	-0.000683839	-0.000586484	-0.000502373	-0.0004299	-0.000367978	-0.000312315	-0.000267223	-0.000227571	-0.000193861	-0.000164696	-0.000140162	-0.000119008	-0.000101259	-8.59822e-5	-7.29846e-5	-6.20058e-5	-5.27822e-5	-4.4832e-5	-3.78788e-5	-3.21697e-5	-2.72768e-5	-2.31424e-5	-1.96587e-5	-1.66628e-5	-1.41526e-5	-1.19971e-5	-1.01948e-5	-8.633e-6	-7.33246e-6	-6.2147e-6	-5.24771e-6	-4.4617e-6	-3.79651e-6	-3.22714e-6	-2.73154e-6	-2.31913e-6	-1.96116e-6	-1.66774e-6	-1.41335e-6	-1.19833e-6	-1.01622e-6	-8.64964e-7	-7.31544e-7	-6.20708e-7	-5.2443e-7	-4.4635e-7	-4.4635e-7
