0.00916682		0.00916681		0.00916681		0.0091668		0.00916678		0.00916676		0.00916673		0.00916669		0.00916664		0.00916656		0.00916646		0.00916631		0.00916611		0.00916583		0.00916544		0.0091649		0.00916414		0.00916309		0.0091616		0.0091596		0.00915677		0.00915286		0.0091474		0.00913983		0.00912934		0.00911481		0.00909463		0.00906688		0.00902702		0.00897713		0.00890223		0.00880388		0.00867383		0.00849739		0.00827019		0.00798837		0.007654		0.00729751		0.00696868		0.0067357		0.00659198		0.00644359		0.00621919		0.00598766		0.00578394		0.00557579		0.00537076		0.00517505		0.00498889		0.00481304		0.00464586		0.00448977		0.00434293		0.0042093		0.00408522		0.00397302		0.00387118		0.00377977		0.00369819		0.0036216		0.00355784		0.0034994		0.00344828		0.00340268		0.00336327		0.00332834		0.00329836		0.00327203		0.00324915		0.00322942		0.00321256		0.00319782		0.00318469		0.00317384		0.00316435		0.00315633		0.00314947		0.00314345		0.00313844		0.00313409		0.00313042		0.0031272		0.00312456		0.00312225		0.00312024		0.0031186
0.00878118		0.00878118		0.00878117		0.00878116		0.00878115		0.00878113		0.0087811		0.00878106		0.00878101		0.00878094		0.00878084		0.00878069		0.0087805		0.00878023		0.00877985		0.00877932		0.0087786		0.00877758		0.00877614		0.00877421		0.00877147		0.0087677		0.00876241		0.0087551		0.00874496		0.00873093		0.00871143		0.00868463		0.00864614		0.00859797		0.00852569		0.00843084		0.00830552		0.00813571		0.00791743		0.00764736		0.0073281		0.00698947		0.00667919		0.00646047		0.00632382		0.00617941		0.00596386		0.00574364		0.00554839		0.00534899		0.00515241		0.00496468		0.00478598		0.00461709		0.00445642		0.00430633		0.00416507		0.00403647		0.003917		0.0038092		0.00371087		0.0036226		0.00354384		0.00347011		0.00340849		0.0033523		0.00330286		0.00325885		0.00322074		0.00318706		0.00315808		0.00313265		0.0031105		0.00309144		0.00307516		0.00306093		0.00304822		0.00303774		0.00302856		0.00302078		0.00301412		0.00300836		0.00300351		0.00299932		0.0029957		0.00299263		0.00299005		0.00298784		0.00298588		0.00298431
0.00846542		0.00846541		0.0084654		0.00846539		0.00846538		0.00846536		0.00846534		0.0084653		0.00846525		0.00846518		0.00846508		0.00846494		0.00846475		0.00846449		0.00846412		0.00846361		0.00846291		0.00846192		0.00846051		0.00845864		0.00845598		0.00845232		0.00844719		0.00844009		0.00843025		0.00841662		0.00839769		0.00837168		0.00833433		0.00828759		0.0082175		0.00812556		0.00800417		0.00783987		0.00762897		0.00736861		0.00706177		0.00673773		0.00644246		0.00623515		0.00610414		0.00596311		0.00575494		0.00554386		0.00535554		0.00516332		0.00497367		0.00479247		0.00461989		0.00445669		0.00430138		0.00415623		0.00401955		0.00389507		0.00377923		0.00367495		0.00357976		0.00349422		0.0034178		0.00334633		0.00328658		0.00323191		0.00318401		0.00314135		0.00310427		0.00307161		0.00304351		0.00301878		0.00299726		0.00297878		0.00296295		0.00294911		0.00293678		0.00292658		0.00291766		0.00291008		0.0029036		0.00289802		0.0028933		0.00288923		0.00288576		0.00288273		0.00288023		0.00287805		0.00287614		0.00287461
0.00809328		0.00809328		0.00809327		0.00809326		0.00809325		0.00809323		0.00809321		0.00809317		0.00809312		0.00809305		0.00809296		0.00809283		0.00809264		0.00809239		0.00809204		0.00809154		0.00809086		0.00808991		0.00808856		0.00808675		0.00808419		0.00808066		0.00807571		0.00806887		0.00805938		0.00804624		0.008028		0.00800293		0.00796694		0.00792193		0.00785445		0.00776599		0.00764931		0.00749157		0.00728948		0.00704065		0.0067485		0.00644161		0.00616381		0.00596963		0.00584509		0.00570821		0.00550887		0.00530845		0.00512828		0.00494452		0.00476303		0.00458954		0.00442418		0.00426772		0.00411873		0.00397941		0.00384815		0.00372855		0.00361726		0.00351688		0.00342542		0.00334301		0.00326958		0.00320082		0.00314286		0.00309048		0.00304419		0.00300308		0.00296744		0.00293587		0.00290876		0.00288486		0.00286414		0.00284627		0.00283101		0.00281762		0.00280573		0.00279588		0.00278728		0.00278007		0.00277377		0.0027683		0.00276375		0.00275982		0.00275645		0.00275357		0.00275111		0.0027491		0.00274717		0.00274571
0.00778889		0.00778888		0.00778888		0.00778887		0.00778886		0.00778884		0.00778881		0.00778878		0.00778873		0.00778866		0.00778857		0.00778844		0.00778827		0.00778802		0.00778768		0.0077872		0.00778654		0.00778562		0.00778431		0.00778256		0.00778007		0.00777665		0.00777186		0.00776523		0.00775603		0.0077433		0.00772563		0.00770135		0.0076665		0.00762292		0.00755761		0.00747204		0.00735926		0.00720697		0.00701216		0.00677283		0.00649274		0.00619982		0.00593613		0.00575242		0.00563306		0.0054997		0.00530767		0.00511587		0.00494238		0.00476553		0.00459073		0.00442354		0.00426411		0.00411317		0.00396936		0.00383482		0.00370802		0.00359243		0.00348478		0.00338744		0.00329927		0.00321947		0.00314824		0.00308178		0.00302579		0.00297486		0.00293008		0.00289017		0.00285562		0.00282505		0.00279872		0.0027756		0.00275547		0.00273816		0.00272332		0.00271035		0.00269881		0.00268926		0.00268089		0.00267383		0.00266773		0.00266249		0.00265803		0.00265419		0.00265096		0.00264819		0.0026458		0.00264377		0.00264197		0.00264052
0.00748974		0.00748973		0.00748973		0.00748972		0.00748971		0.00748969		0.00748967		0.00748963		0.00748959		0.00748952		0.00748943		0.00748931		0.00748914		0.0074889		0.00748857		0.00748811		0.00748747		0.00748657		0.0074853		0.00748361		0.00748121		0.00747789		0.00747325		0.00746683		0.00745793		0.00744561		0.00742851		0.00740501		0.00737129		0.00732914		0.00726599		0.00718331		0.00707441		0.00692753		0.00673994		0.00651001		0.0062418		0.00596256		0.00571258		0.00553893		0.00542454		0.00529476		0.00511001		0.00492658		0.00475966		0.00458961		0.00442138		0.0042604		0.00410679		0.00396128		0.00382259		0.00369276		0.00357035		0.00345871		0.0033547		0.0032606		0.00317538		0.00309818		0.00302926		0.002965		0.00291072		0.00286149		0.00281806		0.00277941		0.00274598		0.00271633		0.0026908		0.00266839		0.00264889		0.00263208		0.00261769		0.00260513		0.00259393		0.00258468		0.00257658		0.00256968		0.00256381		0.00255873		0.00255441		0.00255067		0.00254756		0.0025447		0.00254251		0.00254053		0.00253882		0.00253742
0.00713775		0.00713775		0.00713774		0.00713773		0.00713772		0.0071377		0.00713768		0.00713765		0.00713761		0.00713754		0.00713746		0.00713734		0.00713717		0.00713694		0.00713663		0.00713618		0.00713557		0.00713471		0.00713349		0.00713186		0.00712956		0.00712637		0.00712192		0.00711575		0.0071072		0.00709537		0.00707894		0.00705639		0.00702402		0.00698357		0.00692302		0.00684378		0.00673951		0.00659907		0.00642007		0.00620127		0.00594707		0.00568385		0.00544976		0.00528765		0.00517899		0.00505357		0.00487748		0.00470379		0.0045446		0.00438255		0.00422206		0.00406838		0.00392164		0.00378255		0.00364988		0.00352563		0.0034084		0.00330143		0.00320174		0.00311163		0.0030297		0.0029554		0.00288944		0.0028278		0.00277554		0.00272822		0.00268656		0.00264936		0.00261712		0.00258861		0.0025641		0.00254249		0.0025237		0.00250755		0.00249371		0.00248161		0.00247082		0.00246188		0.0024541		0.00244747		0.00244181		0.00243689		0.00243273		0.00242913		0.00242616		0.00242348		0.00242128		0.0024194		0.00241769		0.00241634
0.00685031		0.00685031		0.0068503		0.00685029		0.00685028		0.00685027		0.00685024		0.00685021		0.00685017		0.00685011		0.00685003		0.00684991		0.00684975		0.00684953		0.00684923		0.0068488		0.0068482		0.00684737		0.0068462		0.00684462		0.00684239		0.00683932		0.00683501		0.00682906		0.0068208		0.00680938		0.00679352		0.00677174		0.0067405		0.00670147		0.00664305		0.00656667		0.00646624		0.00633112		0.00615919		0.00594955		0.0057068		0.0054566		0.00523529		0.00508236		0.00497829		0.00485655		0.00468761		0.00452178		0.0043689		0.00421339		0.00405923		0.00391152		0.0037704		0.00363656		0.00350883		0.00338913		0.00327616		0.00317302		0.00307687		0.00298986		0.00291078		0.00283903		0.00277537		0.00271578		0.00266534		0.00261951		0.0025792		0.00254328		0.00251211		0.00248452		0.00246079		0.00243989		0.00242171		0.00240604		0.00239267		0.00238089		0.00237048		0.00236184		0.00235426		0.00234785		0.00234238		0.00233762		0.0023336		0.00233012		0.00232718		0.00232462		0.0023225		0.00232063		0.00231912		0.00231772
0.00651251		0.00651251		0.0065125		0.00651249		0.00651248		0.00651247		0.00651245		0.00651242		0.00651238		0.00651232		0.00651224		0.00651213		0.00651198		0.00651176		0.00651147		0.00651106		0.00651049		0.0065097		0.00650857		0.00650706		0.00650493		0.00650198		0.00649786		0.00649216		0.00648425		0.00647331		0.00645812		0.00643727		0.00640737		0.00637003		0.00631418		0.00624119		0.00614533		0.00601654		0.00585301		0.00565418		0.0054249		0.00518991		0.00498338		0.00484097		0.00474218		0.00462493		0.00446445		0.00430775		0.00416232		0.00401448		0.00386776		0.00372709		0.00359258		0.00346492		0.00334301		0.0032287		0.00312074		0.00302212		0.00293016		0.00284675		0.00277109		0.00270243		0.0026415		0.00258424		0.00253594		0.00249193		0.00245328		0.00241877		0.00238885		0.00236236		0.00233957		0.00231951		0.00230206		0.002287		0.00227412		0.00226285		0.00225281		0.00224453		0.00223723		0.00223104		0.00222578		0.0022212		0.00221733		0.00221399		0.00221117		0.00220872		0.00220666		0.00220489		0.00220333		0.00220205
0.006237		0.006237		0.00623699		0.00623699		0.00623698		0.00623696		0.00623694		0.00623691		0.00623687		0.00623682		0.00623674		0.00623664		0.00623649		0.00623628		0.006236		0.0062356		0.00623506		0.00623429		0.00623321		0.00623175		0.0062297		0.00622686		0.00622289		0.00621739		0.00620977		0.00619923		0.00618461		0.00616453		0.00613574		0.0060998		0.00604607		0.00597589		0.0058838		0.00576023		0.0056036		0.00541364		0.00519536		0.00497268		0.00477802		0.00464395		0.0045494		0.00443593		0.00428241		0.00413308		0.00399372		0.00385214		0.00371149		0.00357656		0.00344746		0.00332486		0.00320771		0.00309781		0.00299396		0.00289904		0.00281051		0.00273017		0.0026572		0.00259111		0.00253229		0.00247702		0.00243053		0.002388		0.00235074		0.00231735		0.00228854		0.00226293		0.0022409		0.00222149		0.00220461		0.00219009		0.00217765		0.00216672		0.00215701		0.00214899		0.00214192		0.00213598		0.0021309		0.00212645		0.00212271		0.00211946		0.00211673		0.00211442		0.00211236		0.00211063		0.00210919		0.00210794
